date,areaType,areaCode,areaName,cumCasesBySpecimenDate,cumDeathsByDeathDate,newCasesBySpecimenDate,newDeathsByDeathDate
"2020-05-23",region,E12000007,London,31876,6303,65,16
"2020-05-22",region,E12000007,London,31811,6287,83,16
"2020-05-21",region,E12000007,London,31728,6271,158,22
"2020-05-20",region,E12000007,London,31570,6249,143,30
"2020-05-19",region,E12000007,London,31427,6219,128,26
"2020-05-18",region,E12000007,London,31299,6193,111,22
"2020-05-17",region,E12000007,London,31188,6171,79,22
"2020-05-16",region,E12000007,London,31109,6149,76,21
"2020-05-15",region,E12000007,London,31033,6128,132,26
"2020-05-14",region,E12000007,London,30901,6102,158,29
"2020-05-13",region,E12000007,London,30743,6073,204,22
"2020-05-12",region,E12000007,London,30539,6051,193,29
"2020-05-11",region,E12000007,London,30346,6022,160,39
"2020-05-10",region,E12000007,London,30186,5983,125,35
"2020-05-09",region,E12000007,London,30061,5948,128,33
"2020-05-08",region,E12000007,London,29933,5915,206,39
"2020-05-07",region,E12000007,London,29727,5876,270,45
"2020-05-06",region,E12000007,London,29457,5831,267,47
"2020-05-05",region,E12000007,London,29190,5784,216,42
"2020-05-04",region,E12000007,London,28974,5742,247,50
"2020-05-03",region,E12000007,London,28727,5692,167,50
"2020-05-02",region,E12000007,London,28560,5642,248,65
"2020-05-01",region,E12000007,London,28312,5577,355,49
"2020-04-30",region,E12000007,London,27957,5528,424,50
"2020-04-29",region,E12000007,London,27533,5478,428,56
"2020-04-28",region,E12000007,London,27105,5422,312,69
"2020-04-27",region,E12000007,London,26793,5353,419,59
"2020-04-26",region,E12000007,London,26374,5294,311,67
"2020-04-25",region,E12000007,London,26063,5227,333,65
"2020-04-24",region,E12000007,London,25730,5162,379,86
"2020-04-23",region,E12000007,London,25351,5076,524,87
"2020-04-22",region,E12000007,London,24827,4989,398,114
"2020-04-21",region,E12000007,London,24429,4875,466,104
"2020-04-20",region,E12000007,London,23963,4771,435,100
"2020-04-19",region,E12000007,London,23528,4671,396,117
"2020-04-18",region,E12000007,London,23132,4554,400,119
"2020-04-17",region,E12000007,London,22732,4435,579,110
"2020-04-16",region,E12000007,London,22153,4325,577,141
"2020-04-15",region,E12000007,London,21576,4184,658,146
"2020-04-14",region,E12000007,London,20918,4038,599,144
"2020-04-13",region,E12000007,London,20319,3894,602,170
"2020-04-12",region,E12000007,London,19717,3724,501,170
"2020-04-11",region,E12000007,London,19216,3554,523,165
"2020-04-10",region,E12000007,London,18693,3389,617,176
"2020-04-09",region,E12000007,London,18076,3213,800,198
"2020-04-08",region,E12000007,London,17276,3015,875,231
"2020-04-07",region,E12000007,London,16401,2784,952,222
"2020-04-06",region,E12000007,London,15449,2562,860,195
"2020-04-05",region,E12000007,London,14589,2367,633,196
"2020-04-04",region,E12000007,London,13956,2171,765,224
"2020-04-03",region,E12000007,London,13191,1947,981,190
"2020-04-02",region,E12000007,London,12210,1757,1068,195
"2020-04-01",region,E12000007,London,11142,1562,979,189
"2020-03-31",region,E12000007,London,10163,1373,937,178
"2020-03-30",region,E12000007,London,9226,1195,868,151
"2020-03-29",region,E12000007,London,8358,1044,596,142
"2020-03-28",region,E12000007,London,7762,902,577,120
"2020-03-27",region,E12000007,London,7185,782,818,126
"2020-03-26",region,E12000007,London,6367,656,767,123
"2020-03-25",region,E12000007,London,5600,533,757,116
"2020-03-24",region,E12000007,London,4843,417,635,88
"2020-03-23",region,E12000007,London,4208,329,689,56
"2020-03-22",region,E12000007,London,3519,273,438,53
"2020-03-21",region,E12000007,London,3081,220,351,47
"2020-03-20",region,E12000007,London,2730,173,426,45
"2020-03-19",region,E12000007,London,2304,128,332,25
"2020-03-18",region,E12000007,London,1972,103,356,26
"2020-03-17",region,E12000007,London,1616,77,311,23
"2020-03-16",region,E12000007,London,1305,54,234,15
"2020-03-15",region,E12000007,London,1071,39,165,9
"2020-03-14",region,E12000007,London,906,30,150,11
"2020-03-13",region,E12000007,London,756,19,136,6
"2020-03-12",region,E12000007,London,620,13,165,6
"2020-03-11",region,E12000007,London,455,7,183,4
"2020-03-10",region,E12000007,London,272,3,92,1
"2020-03-09",region,E12000007,London,180,2,52,2
"2020-03-08",region,E12000007,London,128,,22,
"2020-03-07",region,E12000007,London,106,,15,
"2020-03-06",region,E12000007,London,91,,24,
"2020-03-05",region,E12000007,London,67,,14,
"2020-03-04",region,E12000007,London,53,,18,
"2020-03-03",region,E12000007,London,35,,6,
"2020-03-02",region,E12000007,London,29,,12,
"2020-03-01",region,E12000007,London,17,,4,
"2020-02-29",region,E12000007,London,13,,1,
"2020-02-28",region,E12000007,London,12,,3,
"2020-02-27",region,E12000007,London,9,,2,
"2020-02-26",region,E12000007,London,7,,2,
"2020-02-25",region,E12000007,London,5,,3,
"2020-02-24",region,E12000007,London,2,,1,
"2020-02-23",region,E12000007,London,1,,0,
"2020-02-22",region,E12000007,London,1,,0,
"2020-02-21",region,E12000007,London,1,,0,
"2020-02-20",region,E12000007,London,1,,0,
"2020-02-19",region,E12000007,London,1,,0,
"2020-02-18",region,E12000007,London,1,,0,
"2020-02-17",region,E12000007,London,1,,0,
"2020-02-16",region,E12000007,London,1,,0,
"2020-02-15",region,E12000007,London,1,,0,
"2020-02-14",region,E12000007,London,1,,0,
"2020-02-13",region,E12000007,London,1,,0,
"2020-02-12",region,E12000007,London,1,,0,
"2020-02-11",region,E12000007,London,1,,1,
"2020-02-10",region,E12000007,London,,,,
"2020-02-09",region,E12000007,London,,,,
"2020-02-08",region,E12000007,London,,,,
"2020-02-07",region,E12000007,London,,,,
"2020-02-06",region,E12000007,London,,,,
"2020-02-05",region,E12000007,London,,,,
"2020-02-04",region,E12000007,London,,,,
"2020-02-03",region,E12000007,London,,,,
"2020-02-02",region,E12000007,London,,,,
"2020-02-01",region,E12000007,London,,,,
"2020-01-31",region,E12000007,London,,,,
"2020-01-30",region,E12000007,London,,,,
"2020-01-29",region,E12000007,London,,,,
"2020-01-28",region,E12000007,London,,,,
"2020-01-27",region,E12000007,London,,,,
"2020-01-26",region,E12000007,London,,,,
"2020-01-25",region,E12000007,London,,,,
"2020-01-24",region,E12000007,London,,,,
"2020-01-23",region,E12000007,London,,,,
"2020-01-22",region,E12000007,London,,,,
"2020-01-21",region,E12000007,London,,,,
"2020-01-20",region,E12000007,London,,,,
"2020-01-19",region,E12000007,London,,,,
"2020-01-18",region,E12000007,London,,,,
"2020-01-17",region,E12000007,London,,,,
"2020-01-16",region,E12000007,London,,,,
"2020-01-15",region,E12000007,London,,,,
"2020-01-14",region,E12000007,London,,,,
"2020-01-13",region,E12000007,London,,,,
"2020-01-12",region,E12000007,London,,,,
"2020-01-11",region,E12000007,London,,,,
"2020-01-10",region,E12000007,London,,,,
"2020-01-09",region,E12000007,London,,,,
"2020-01-08",region,E12000007,London,,,,
"2020-01-07",region,E12000007,London,,,,
"2020-01-06",region,E12000007,London,,,,
"2020-01-05",region,E12000007,London,,,,
"2020-01-04",region,E12000007,London,,,,
"2020-01-03",region,E12000007,London,,,,
"2020-12-13",region,E12000008,South East,,,,
"2020-12-12",region,E12000008,South East,167725,8231,361,4
"2020-12-11",region,E12000008,South East,167364,8227,2209,30
"2020-12-10",region,E12000008,South East,165155,8197,3318,36
"2020-12-09",region,E12000008,South East,161837,8161,3131,52
"2020-12-08",region,E12000008,South East,158706,8109,3084,51
"2020-12-07",region,E12000008,South East,155622,8058,3265,35
"2020-12-06",region,E12000008,South East,152357,8023,2024,39
"2020-12-05",region,E12000008,South East,150333,7984,1883,46
"2020-12-04",region,E12000008,South East,148450,7938,2328,59
"2020-12-03",region,E12000008,South East,146122,7879,2283,56
"2020-12-02",region,E12000008,South East,143839,7823,2270,49
"2020-12-01",region,E12000008,South East,141569,7774,2277,58
"2020-11-30",region,E12000008,South East,139292,7716,2406,37
"2020-11-29",region,E12000008,South East,136886,7679,1464,55
"2020-11-28",region,E12000008,South East,135422,7624,1454,39
"2020-11-27",region,E12000008,South East,133968,7585,2055,47
"2020-11-26",region,E12000008,South East,131913,7538,1754,55
"2020-11-25",region,E12000008,South East,130159,7483,2042,58
"2020-11-24",region,E12000008,South East,128117,7425,1963,45
"2020-11-23",region,E12000008,South East,126154,7380,2378,51
"2020-11-22",region,E12000008,South East,123776,7329,1290,45
"2020-11-21",region,E12000008,South East,122486,7284,1471,37
"2020-11-20",region,E12000008,South East,121015,7247,1886,39
"2020-11-19",region,E12000008,South East,119129,7208,1891,43
"2020-11-18",region,E12000008,South East,117238,7165,2259,51
"2020-11-17",region,E12000008,South East,114979,7114,2281,33
"2020-11-16",region,E12000008,South East,112698,7081,2994,39
"2020-11-15",region,E12000008,South East,109704,7042,1687,38
"2020-11-14",region,E12000008,South East,108017,7004,1804,38
"2020-11-13",region,E12000008,South East,106213,6966,2726,30
"2020-11-12",region,E12000008,South East,103487,6936,2617,35
"2020-11-11",region,E12000008,South East,100870,6901,2715,29
"2020-11-10",region,E12000008,South East,98155,6872,2598,32
"2020-11-09",region,E12000008,South East,95557,6840,2985,38
"2020-11-08",region,E12000008,South East,92572,6802,1951,32
"2020-11-07",region,E12000008,South East,90621,6770,1706,27
"2020-11-06",region,E12000008,South East,88915,6743,1920,20
"2020-11-05",region,E12000008,South East,86995,6723,1919,18
"2020-11-04",region,E12000008,South East,85076,6705,1938,18
"2020-11-03",region,E12000008,South East,83138,6687,1962,26
"2020-11-02",region,E12000008,South East,81176,6661,2517,23
"2020-11-01",region,E12000008,South East,78659,6638,1007,29
"2020-10-31",region,E12000008,South East,77652,6609,1209,34
"2020-10-30",region,E12000008,South East,76443,6575,1691,23
"2020-10-29",region,E12000008,South East,74752,6552,1703,13
"2020-10-28",region,E12000008,South East,73049,6539,1630,17
"2020-10-27",region,E12000008,South East,71419,6522,1700,15
"2020-10-26",region,E12000008,South East,69719,6507,1856,24
"2020-10-25",region,E12000008,South East,67863,6483,972,14
"2020-10-24",region,E12000008,South East,66891,6469,1095,16
"2020-10-23",region,E12000008,South East,65796,6453,1420,20
"2020-10-22",region,E12000008,South East,64376,6433,1444,11
"2020-10-21",region,E12000008,South East,62932,6422,1639,17
"2020-10-20",region,E12000008,South East,61293,6405,1592,15
"2020-10-19",region,E12000008,South East,59701,6390,1402,12
"2020-10-18",region,E12000008,South East,58299,6378,758,10
"2020-10-17",region,E12000008,South East,57541,6368,794,13
"2020-10-16",region,E12000008,South East,56747,6355,955,8
"2020-10-15",region,E12000008,South East,55792,6347,972,11
"2020-10-14",region,E12000008,South East,54820,6336,1075,14
"2020-10-13",region,E12000008,South East,53745,6322,1016,14
"2020-10-12",region,E12000008,South East,52729,6308,864,12
"2020-10-11",region,E12000008,South East,51865,6296,483,10
"2020-10-10",region,E12000008,South East,51382,6286,559,6
"2020-10-09",region,E12000008,South East,50823,6280,774,6
"2020-10-08",region,E12000008,South East,50049,6274,964,7
"2020-10-07",region,E12000008,South East,49085,6267,907,11
"2020-10-06",region,E12000008,South East,48178,6256,678,8
"2020-10-05",region,E12000008,South East,47500,6248,743,4
"2020-10-04",region,E12000008,South East,46757,6244,559,11
"2020-10-03",region,E12000008,South East,46198,6233,543,15
"2020-10-02",region,E12000008,South East,45655,6218,630,6
"2020-10-01",region,E12000008,South East,45025,6212,517,11
"2020-09-30",region,E12000008,South East,44508,6201,487,8
"2020-09-29",region,E12000008,South East,44021,6193,350,10
"2020-09-28",region,E12000008,South East,43671,6183,370,14
"2020-09-27",region,E12000008,South East,43301,6169,265,7
"2020-09-26",region,E12000008,South East,43036,6162,216,8
"2020-09-25",region,E12000008,South East,42820,6154,311,11
"2020-09-24",region,E12000008,South East,42509,6143,290,8
"2020-09-23",region,E12000008,South East,42219,6135,254,6
"2020-09-22",region,E12000008,South East,41965,6129,264,8
"2020-09-21",region,E12000008,South East,41701,6121,226,6
"2020-09-20",region,E12000008,South East,41475,6115,175,3
"2020-09-19",region,E12000008,South East,41300,6112,173,8
"2020-09-18",region,E12000008,South East,41127,6104,193,6
"2020-09-17",region,E12000008,South East,40934,6098,163,7
"2020-09-16",region,E12000008,South East,40771,6091,146,7
"2020-09-15",region,E12000008,South East,40625,6084,137,14
"2020-09-14",region,E12000008,South East,40488,6070,148,6
"2020-09-13",region,E12000008,South East,40340,6064,63,9
"2020-09-12",region,E12000008,South East,40277,6055,136,10
"2020-09-11",region,E12000008,South East,40141,6045,158,3
"2020-09-10",region,E12000008,South East,39983,6042,214,7
"2020-09-09",region,E12000008,South East,39769,6035,167,8
"2020-09-08",region,E12000008,South East,39602,6027,187,6
"2020-09-07",region,E12000008,South East,39415,6021,203,4
"2020-09-06",region,E12000008,South East,39212,6017,180,4
"2020-09-05",region,E12000008,South East,39032,6013,158,7
"2020-09-04",region,E12000008,South East,38874,6006,226,10
"2020-09-03",region,E12000008,South East,38648,5996,225,7
"2020-09-02",region,E12000008,South East,38423,5989,198,5
"2020-09-01",region,E12000008,South East,38225,5984,124,11
"2020-08-31",region,E12000008,South East,38101,5973,117,13
"2020-08-30",region,E12000008,South East,37984,5960,101,4
"2020-08-29",region,E12000008,South East,37883,5956,104,8
"2020-08-28",region,E12000008,South East,37779,5948,116,12
"2020-08-27",region,E12000008,South East,37663,5936,127,8
"2020-08-26",region,E12000008,South East,37536,5928,115,9
"2020-08-25",region,E12000008,South East,37421,5919,90,8
"2020-08-24",region,E12000008,South East,37331,5911,95,6
"2020-08-23",region,E12000008,South East,37236,5905,84,9
"2020-08-22",region,E12000008,South East,37152,5896,78,8
"2020-08-21",region,E12000008,South East,37074,5888,110,8
"2020-08-20",region,E12000008,South East,36964,5880,130,6
"2020-08-19",region,E12000008,South East,36834,5874,115,11
"2020-08-18",region,E12000008,South East,36719,5863,77,6
"2020-08-17",region,E12000008,South East,36642,5857,109,6
"2020-08-16",region,E12000008,South East,36533,5851,36,7
"2020-08-15",region,E12000008,South East,36497,5844,45,8
"2020-08-14",region,E12000008,South East,36452,5836,95,13
"2020-08-13",region,E12000008,South East,36357,5823,76,16
"2020-08-12",region,E12000008,South East,36281,5807,83,8
"2020-08-11",region,E12000008,South East,36198,5799,77,10
"2020-08-10",region,E12000008,South East,36121,5789,112,15
"2020-08-09",region,E12000008,South East,36009,5774,29,9
"2020-08-08",region,E12000008,South East,35980,5765,31,11
"2020-08-07",region,E12000008,South East,35949,5754,56,10
"2020-08-06",region,E12000008,South East,35893,5744,61,5
"2020-08-05",region,E12000008,South East,35832,5739,66,11
"2020-08-04",region,E12000008,South East,35766,5728,66,4
"2020-08-03",region,E12000008,South East,35700,5724,76,5
"2020-08-02",region,E12000008,South East,35624,5719,21,9
"2020-08-01",region,E12000008,South East,35603,5710,29,7
"2020-07-31",region,E12000008,South East,35574,5703,41,15
"2020-07-30",region,E12000008,South East,35533,5688,62,4
"2020-07-29",region,E12000008,South East,35471,5684,80,11
"2020-07-28",region,E12000008,South East,35391,5673,63,11
"2020-07-27",region,E12000008,South East,35328,5662,85,8
"2020-07-26",region,E12000008,South East,35243,5654,37,14
"2020-07-25",region,E12000008,South East,35206,5640,47,8
"2020-07-24",region,E12000008,South East,35159,5632,63,6
"2020-07-23",region,E12000008,South East,35096,5626,76,11
"2020-07-22",region,E12000008,South East,35020,5615,77,12
"2020-07-21",region,E12000008,South East,34943,5603,77,11
"2020-07-20",region,E12000008,South East,34866,5592,87,11
"2020-07-19",region,E12000008,South East,34779,5581,46,12
"2020-07-18",region,E12000008,South East,34733,5569,54,14
"2020-07-17",region,E12000008,South East,34679,5555,49,12
"2020-07-16",region,E12000008,South East,34630,5543,63,14
"2020-07-15",region,E12000008,South East,34567,5529,63,16
"2020-07-14",region,E12000008,South East,34504,5513,59,18
"2020-07-13",region,E12000008,South East,34445,5495,69,11
"2020-07-12",region,E12000008,South East,34376,5484,31,10
"2020-07-11",region,E12000008,South East,34345,5474,35,16
"2020-07-10",region,E12000008,South East,34310,5458,76,14
"2020-07-09",region,E12000008,South East,34234,5444,84,14
"2020-07-08",region,E12000008,South East,34150,5430,82,13
"2020-07-07",region,E12000008,South East,34068,5417,55,13
"2020-07-06",region,E12000008,South East,34013,5404,44,13
"2020-07-05",region,E12000008,South East,33969,5391,58,12
"2020-07-04",region,E12000008,South East,33911,5379,29,18
"2020-07-03",region,E12000008,South East,33882,5361,61,9
"2020-07-02",region,E12000008,South East,33821,5352,60,13
"2020-07-01",region,E12000008,South East,33761,5339,68,11
"2020-06-30",region,E12000008,South East,33693,5328,56,14
"2020-06-29",region,E12000008,South East,33637,5314,78,14
"2020-06-28",region,E12000008,South East,33559,5300,45,16
"2020-06-27",region,E12000008,South East,33514,5284,54,18
"2020-06-26",region,E12000008,South East,33460,5266,66,17
"2020-06-25",region,E12000008,South East,33394,5249,64,17
"2020-06-24",region,E12000008,South East,33330,5232,44,23
"2020-06-23",region,E12000008,South East,33286,5209,60,16
"2020-06-22",region,E12000008,South East,33226,5193,78,13
"2020-06-21",region,E12000008,South East,33148,5180,67,15
"2020-06-20",region,E12000008,South East,33081,5165,65,11
"2020-06-19",region,E12000008,South East,33016,5154,78,19
"2020-06-18",region,E12000008,South East,32938,5135,75,14
"2020-06-17",region,E12000008,South East,32863,5121,82,19
"2020-06-16",region,E12000008,South East,32781,5102,96,22
"2020-06-15",region,E12000008,South East,32685,5080,98,18
"2020-06-14",region,E12000008,South East,32587,5062,71,13
"2020-06-13",region,E12000008,South East,32516,5049,66,23
"2020-06-12",region,E12000008,South East,32450,5026,86,17
"2020-06-11",region,E12000008,South East,32364,5009,94,15
"2020-06-10",region,E12000008,South East,32270,4994,125,27
"2020-06-09",region,E12000008,South East,32145,4967,114,28
"2020-06-08",region,E12000008,South East,32031,4939,124,15
"2020-06-07",region,E12000008,South East,31907,4924,61,23
"2020-06-06",region,E12000008,South East,31846,4901,85,21
"2020-06-05",region,E12000008,South East,31761,4880,140,27
"2020-06-04",region,E12000008,South East,31621,4853,159,28
"2020-06-03",region,E12000008,South East,31462,4825,136,24
"2020-06-02",region,E12000008,South East,31326,4801,219,35
"2020-06-01",region,E12000008,South East,31107,4766,184,34
"2020-05-31",region,E12000008,South East,30923,4732,134,25
"2020-05-30",region,E12000008,South East,30789,4707,132,29
"2020-05-29",region,E12000008,South East,30657,4678,163,34
"2020-05-28",region,E12000008,South East,30494,4644,202,31
"2020-05-27",region,E12000008,South East,30292,4613,202,34
"2020-05-26",region,E12000008,South East,30090,4579,181,40
"2020-05-25",region,E12000008,South East,29909,4539,186,22
"2020-05-24",region,E12000008,South East,29723,4517,150,29
"2020-05-23",region,E12000008,South East,29573,4488,121,40
"2020-05-22",region,E12000008,South East,29452,4448,247,49
"2020-05-21",region,E12000008,South East,29205,4399,303,24
"2020-05-20",region,E12000008,South East,28902,4375,340,49
"2020-05-19",region,E12000008,South East,28562,4326,386,34
"2020-05-18",region,E12000008,South East,28176,4292,359,39
"2020-05-17",region,E12000008,South East,27817,4253,222,40
"2020-05-16",region,E12000008,South East,27595,4213,191,43
"2020-05-15",region,E12000008,South East,27404,4170,263,45
"2020-05-14",region,E12000008,South East,27141,4125,295,59
"2020-05-13",region,E12000008,South East,26846,4066,484,44
"2020-05-12",region,E12000008,South East,26362,4022,411,53
"2020-05-11",region,E12000008,South East,25951,3969,476,47
"2020-05-10",region,E12000008,South East,25475,3922,308,41
"2020-05-09",region,E12000008,South East,25167,3881,247,60
"2020-05-08",region,E12000008,South East,24920,3821,352,46
"2020-05-07",region,E12000008,South East,24568,3775,419,51
"2020-05-06",region,E12000008,South East,24149,3724,446,48
"2020-05-05",region,E12000008,South East,23703,3676,475,54
"2020-05-04",region,E12000008,South East,23228,3622,488,61
"2020-05-03",region,E12000008,South East,22740,3561,363,41
"2020-05-02",region,E12000008,South East,22377,3520,416,57
"2020-05-01",region,E12000008,South East,21961,3463,523,83
"2020-04-30",region,E12000008,South East,21438,3380,649,54
"2020-04-29",region,E12000008,South East,20789,3326,690,73
"2020-04-28",region,E12000008,South East,20099,3253,659,69
"2020-04-27",region,E12000008,South East,19440,3184,555,61
"2020-04-26",region,E12000008,South East,18885,3123,501,80
"2020-04-25",region,E12000008,South East,18384,3043,517,92
"2020-04-24",region,E12000008,South East,17867,2951,657,93
"2020-04-23",region,E12000008,South East,17210,2858,680,91
"2020-04-22",region,E12000008,South East,16530,2767,693,85
"2020-04-21",region,E12000008,South East,15837,2682,634,92
"2020-04-20",region,E12000008,South East,15203,2590,490,116
"2020-04-19",region,E12000008,South East,14713,2474,414,106
"2020-04-18",region,E12000008,South East,14299,2368,523,79
"2020-04-17",region,E12000008,South East,13776,2289,705,109
"2020-04-16",region,E12000008,South East,13071,2180,656,86
"2020-04-15",region,E12000008,South East,12415,2094,712,93
"2020-04-14",region,E12000008,South East,11703,2001,554,95
"2020-04-13",region,E12000008,South East,11149,1906,576,103
"2020-04-12",region,E12000008,South East,10573,1803,485,117
"2020-04-11",region,E12000008,South East,10088,1686,381,110
"2020-04-10",region,E12000008,South East,9707,1576,576,110
"2020-04-09",region,E12000008,South East,9131,1466,522,128
"2020-04-08",region,E12000008,South East,8609,1338,565,112
"2020-04-07",region,E12000008,South East,8044,1226,717,119
"2020-04-06",region,E12000008,South East,7327,1107,592,106
"2020-04-05",region,E12000008,South East,6735,1001,424,104
"2020-04-04",region,E12000008,South East,6311,897,455,114
"2020-04-03",region,E12000008,South East,5856,783,517,83
"2020-04-02",region,E12000008,South East,5339,700,485,80
"2020-04-01",region,E12000008,South East,4854,620,546,85
"2020-03-31",region,E12000008,South East,4308,535,470,69
"2020-03-30",region,E12000008,South East,3838,466,478,68
"2020-03-29",region,E12000008,South East,3360,398,296,62
"2020-03-28",region,E12000008,South East,3064,336,339,38
"2020-03-27",region,E12000008,South East,2725,298,331,47
"2020-03-26",region,E12000008,South East,2394,251,320,44
"2020-03-25",region,E12000008,South East,2074,207,306,40
"2020-03-24",region,E12000008,South East,1768,167,235,30
"2020-03-23",region,E12000008,South East,1533,137,282,24
"2020-03-22",region,E12000008,South East,1251,113,170,28
"2020-03-21",region,E12000008,South East,1081,85,128,14
"2020-03-20",region,E12000008,South East,953,71,127,15
"2020-03-19",region,E12000008,South East,826,56,127,8
"2020-03-18",region,E12000008,South East,699,48,122,13
"2020-03-17",region,E12000008,South East,577,35,89,8
"2020-03-16",region,E12000008,South East,488,27,78,8
"2020-03-15",region,E12000008,South East,410,19,53,7
"2020-03-14",region,E12000008,South East,357,12,41,3
"2020-03-13",region,E12000008,South East,316,9,53,2
"2020-03-12",region,E12000008,South East,263,7,86,0
"2020-03-11",region,E12000008,South East,177,7,50,1
"2020-03-10",region,E12000008,South East,127,6,36,1
"2020-03-09",region,E12000008,South East,91,5,24,1
"2020-03-08",region,E12000008,South East,67,4,10,1
"2020-03-07",region,E12000008,South East,57,3,4,0
"2020-03-06",region,E12000008,South East,53,3,16,0
"2020-03-05",region,E12000008,South East,37,3,5,2
"2020-03-04",region,E12000008,South East,32,1,7,0
"2020-03-03",region,E12000008,South East,25,1,9,1
"2020-03-02",region,E12000008,South East,16,,1,
"2020-03-01",region,E12000008,South East,15,,0,
"2020-02-29",region,E12000008,South East,15,,2,
"2020-02-28",region,E12000008,South East,13,,2,
"2020-02-27",region,E12000008,South East,11,,2,
"2020-02-26",region,E12000008,South East,9,,0,
"2020-02-25",region,E12000008,South East,9,,1,
"2020-02-24",region,E12000008,South East,8,,1,
"2020-02-23",region,E12000008,South East,7,,1,
"2020-02-22",region,E12000008,South East,6,,0,
"2020-02-21",region,E12000008,South East,6,,0,
"2020-02-20",region,E12000008,South East,6,,0,
"2020-02-19",region,E12000008,South East,6,,0,
"2020-02-18",region,E12000008,South East,6,,0,
"2020-02-17",region,E12000008,South East,6,,0,
"2020-02-16",region,E12000008,South East,6,,0,
"2020-02-15",region,E12000008,South East,6,,0,
"2020-02-14",region,E12000008,South East,6,,0,
"2020-02-13",region,E12000008,South East,6,,0,
"2020-02-12",region,E12000008,South East,6,,0,
"2020-02-11",region,E12000008,South East,6,,0,
"2020-02-10",region,E12000008,South East,6,,0,
"2020-02-09",region,E12000008,South East,6,,1,
"2020-02-08",region,E12000008,South East,5,,4,
"2020-02-07",region,E12000008,South East,1,,0,
"2020-02-06",region,E12000008,South East,1,,0,
"2020-02-05",region,E12000008,South East,1,,1,
"2020-02-04",region,E12000008,South East,,,,
"2020-02-03",region,E12000008,South East,,,,
"2020-02-02",region,E12000008,South East,,,,
"2020-02-01",region,E12000008,South East,,,,
"2020-01-31",region,E12000008,South East,,,,
"2020-01-30",region,E12000008,South East,,,,
"2020-01-29",region,E12000008,South East,,,,
"2020-01-28",region,E12000008,South East,,,,
"2020-01-27",region,E12000008,South East,,,,
"2020-01-26",region,E12000008,South East,,,,
"2020-01-25",region,E12000008,South East,,,,
"2020-01-24",region,E12000008,South East,,,,
"2020-01-23",region,E12000008,South East,,,,
"2020-01-22",region,E12000008,South East,,,,
"2020-01-21",region,E12000008,South East,,,,
"2020-01-20",region,E12000008,South East,,,,
"2020-01-19",region,E12000008,South East,,,,
"2020-01-18",region,E12000008,South East,,,,
"2020-01-17",region,E12000008,South East,,,,
"2020-01-16",region,E12000008,South East,,,,
"2020-01-15",region,E12000008,South East,,,,
"2020-01-14",region,E12000008,South East,,,,
"2020-01-13",region,E12000008,South East,,,,
"2020-01-12",region,E12000008,South East,,,,
"2020-01-11",region,E12000008,South East,,,,
"2020-01-10",region,E12000008,South East,,,,
"2020-01-09",region,E12000008,South East,,,,
"2020-01-08",region,E12000008,South East,,,,
"2020-01-07",region,E12000008,South East,,,,
"2020-01-06",region,E12000008,South East,,,,
"2020-01-05",region,E12000008,South East,,,,
"2020-01-04",region,E12000008,South East,,,,
"2020-01-03",region,E12000008,South East,,,,
"2020-12-13",region,E12000009,South West,,,,
"2020-12-12",region,E12000009,South West,88443,3532,36,1
"2020-12-11",region,E12000009,South West,88407,3531,415,26
"2020-12-10",region,E12000009,South West,87992,3505,813,25
"2020-12-09",region,E12000009,South West,87179,3480,791,29
"2020-12-08",region,E12000009,South West,86388,3451,834,23
"2020-12-07",region,E12000009,South West,85554,3428,777,25
"2020-12-06",region,E12000009,South West,84777,3403,503,17
"2020-12-05",region,E12000009,South West,84274,3386,513,24
"2020-12-04",region,E12000009,South West,83761,3362,591,30
"2020-12-03",region,E12000009,South West,83170,3332,668,26
"2020-12-02",region,E12000009,South West,82502,3306,650,28
"2020-12-01",region,E12000009,South West,81852,3278,732,28
"2020-11-30",region,E12000009,South West,81120,3250,799,39
"2020-11-29",region,E12000009,South West,80321,3211,503,31
"2020-11-28",region,E12000009,South West,79818,3180,505,37
"2020-11-27",region,E12000009,South West,79313,3143,699,30
"2020-11-26",region,E12000009,South West,78614,3113,764,23
"2020-11-25",region,E12000009,South West,77850,3090,845,33
"2020-11-24",region,E12000009,South West,77005,3057,825,35
"2020-11-23",region,E12000009,South West,76180,3022,998,20
"2020-11-22",region,E12000009,South West,75182,3002,572,39
"2020-11-21",region,E12000009,South West,74610,2963,693,42
"2020-11-20",region,E12000009,South West,73917,2921,898,39
"2020-11-19",region,E12000009,South West,73019,2882,990,24
"2020-11-18",region,E12000009,South West,72029,2858,1176,29
"2020-11-17",region,E12000009,South West,70853,2829,1295,28
"2020-11-16",region,E12000009,South West,69558,2801,1734,25
"2020-11-15",region,E12000009,South West,67824,2776,1058,20
"2020-11-14",region,E12000009,South West,66766,2756,1257,14
"2020-11-13",region,E12000009,South West,65509,2742,1714,20
"2020-11-12",region,E12000009,South West,63795,2722,1559,22
"2020-11-11",region,E12000009,South West,62236,2700,1592,20
"2020-11-10",region,E12000009,South West,60644,2680,1774,11
"2020-11-09",region,E12000009,South West,58870,2669,1905,22
"2020-11-08",region,E12000009,South West,56965,2647,1291,21
"2020-11-07",region,E12000009,South West,55674,2626,1164,14
"2020-11-06",region,E12000009,South West,54510,2612,1481,18
